Element,Wavelength_A
Fe II,4361.205
Fe II,4361.247
Fe II,4366.15
Fe II,4377.34
Fe II,4380.185
Fe II,4384.094
Fe II,4385.387
Fe II,4400.308
Fe II,4402.8769999999995
Fe II,4403.032999999999
Fe II,4416.83
Fe II,4418.956999999999
Fe II,4427.945000000001
Fe II,4431.6050000000005
Fe II,4435.218
Fe II,4440.43
Fe II,4440.766
Fe II,4442.511
Fe II,4444.539
Fe II,4444.981
Fe II,4446.237
Fe II,4449.616
Fe II,4450.305
Fe II,4451.551
Fe II,4453.205
Fe II,4455.266
Fe II,4461.706
Fe II,4467.931
Fe II,4471.273
Fe II,4472.622
Fe II,4474.272
Fe II,4480.356
Fe II,4480.688
Fe II,4485.978
Fe II,4487.497
Fe II,4489.183
Fe II,4491.405
Fe II,4493.5289999999995
Fe II,4499.284
Fe II,4499.688
Fe II,4501.091
Fe II,4507.102
Fe II,4508.214
Fe II,4508.2880000000005
Fe II,4510.513
Fe II,4512.0560000000005
Fe II,4512.3279999999995
Fe II,4512.398
Fe II,4515.339
Fe II,4515.609
Fe II,4520.224
Fe II,4520.5509999999995
Fe II,4522.634
Fe II,4524.493
Fe II,4526.404
Fe II,4541.058
Fe II,4545.148
Fe II,4547.26
Fe II,4549.192
Fe II,4549.474
Fe II,4553.252
Fe II,4555.893
Fe II,4556.392
Fe II,4559.554
Fe II,4563.127
Fe II,4577.900000000001
Fe II,4578.02
Fe II,4579.527
Fe II,4583.8369999999995
Fe II,4591.004
Fe II,4593.606
Fe II,4596.014999999999
Fe II,4598.494
Fe II,4605.37
Fe II,4613.849
Fe II,4614.551
Fe II,4619.628000000001
Fe II,4623.331
Fe II,4625.481
Fe II,4625.893
Fe II,4628.786
Fe II,4629.339
Fe II,4631.873
Fe II,4634.371
Fe II,4635.316000000001
Fe II,4638.05
Fe II,4640.812
Fe II,4641.858
Fe II,4652.216
Fe II,4660.593
Fe II,4668.923
Fe II,4670.334
Fe II,4676.0199999999995
Fe II,4688.785
Fe II,4702.537
Fe II,4708.75
Fe II,4709.634
Fe II,4720.15
Fe II,4728.1849999999995
Fe II,4740.828
Fe II,4743.42
Fe II,4768.55
Fe II,4780.021
Fe II,4804.718
Fe II,4807.242
Fe II,4815.446
Fe II,4821.089
Fe II,4824.838
Fe II,4831.202
Fe II,4836.951
Fe II,4843.294
Fe II,4845.353
Fe II,4848.2
Fe II,4857.423
Fe II,4866.18
Fe II,4880.871
Fe II,4892.295
Fe II,4900.8679999999995
Fe II,4923.927
Fe II,4942.632
Fe II,4943.701
Fe II,4953.987
Fe II,4970.88
Fe II,4975.245
Fe II,4976.005999999999
Fe II,4979.327
Fe II,4988.865
Fe II,4998.748
Fe II,4999.746999999999
Fe II,5000.514999999999
Fe II,5015.521
Fe II,5018.44
Fe II,5019.4619999999995
Fe II,5022.931
Fe II,5042.768
Fe II,5059.825
Fe II,5065.431
Fe II,5065.992
Fe II,5073.562
Fe II,5074.053
Fe II,5077.011
Fe II,5087.215
Fe II,5090.831
Fe II,5093.465
Fe II,5093.499
Fe II,5100.852
Fe II,5123.188
Fe II,5125.244000000001
Fe II,5125.9169999999995
Fe II,5127.866
Fe II,5129.75
Fe II,5131.21
Fe II,5151.349
Fe II,5154.601000000001
Fe II,5157.299000000001
Fe II,5160.839
Fe II,5169.032999999999
Fe II,5172.99
Fe II,5175.392000000001
Fe II,5186.8730000000005
Fe II,5187.272000000001
Fe II,5192.442
Fe II,5192.933000000001
Fe II,5197.4800000000005
Fe II,5197.577
Fe II,5214.492
Fe II,5215.762999999999
Fe II,5218.334999999999
Fe II,5218.464
Fe II,5227.125
Fe II,5227.625
Fe II,5231.272
Fe II,5234.625
Fe II,5238.099999999999
Fe II,5240.601000000001
Fe II,5243.192
Fe II,5249.2970000000005
Fe II,5252.505999999999
Fe II,5258.878999999999
Fe II,5259.396000000001
Fe II,5264.697
Fe II,5272.397
Fe II,5275.058
Fe II,5276.0019999999995
Fe II,5278.207
Fe II,5278.938
Fe II,5280.046
Fe II,5293.191000000001
Fe II,5294.226
Fe II,5297.676
Fe II,5300.9220000000005
Fe II,5302.150000000001
Fe II,5303.395
Fe II,5307.034
Fe II,5309.308
Fe II,5313.1140000000005
Fe II,5315.563
Fe II,5316.615000000001
Fe II,5316.784
Fe II,5320.43
Fe II,5322.793000000001
Fe II,5323.908
Fe II,5325.553
Fe II,5337.505
Fe II,5340.032999999999
Fe II,5350.816999999999
Fe II,5352.57
Fe II,5352.673999999999
Fe II,5353.995
Fe II,5362.869
Fe II,5369.19
Fe II,5374.620999999999
Fe II,5377.115
Fe II,5378.262
Fe II,5386.389
Fe II,5396.232
Fe II,5402.1990000000005
Fe II,5405.779
Fe II,5408.811
Fe II,5412.925
Fe II,5414.924999999999
Fe II,5427.826
Fe II,5431.539000000001
Fe II,5439.706999999999
Fe II,5440.068
Fe II,5466.907999999999
Fe II,5467.455
Fe II,5467.718999999999
Fe II,5500.025000000001
Fe II,5505.256
Fe II,5507.961
Fe II,5525.019
Fe II,5529.932
Fe II,5531.38
Fe II,5532.864
Fe II,5534.847
Fe II,5555.167
Fe II,5565.492
Fe II,5567.842000000001
Fe II,5579.284
Fe II,5587.1140000000005
Fe II,5601.081
Fe II,5622.8369999999995
Fe II,5626.727
Fe II,5629.102000000001
Fe II,5637.343
Fe II,5643.88
Fe II,5650.109
Fe II,5707.1759999999995
Fe II,5716.59
Fe II,5729.593
Fe II,5747.884
Fe II,5750.883
Fe II,5762.456
Fe II,5782.619999999999
Fe II,5784.978
Fe II,5795.845
Fe II,5807.018
Fe II,5807.664999999999
Fe II,5813.677
Fe II,5813.825000000001
Fe II,5824.5470000000005
Fe II,5826.111
Fe II,5835.492
Fe II,5883.221
Fe II,5891.3279999999995
Fe II,5901.394
Fe II,5907.380000000001
Fe II,5913.771000000001
Fe II,5914.5380000000005
Fe II,5914.963
Fe II,5922.210999999999
Fe II,5926.371
Fe II,5929.179
Fe II,5944.379
Fe II,5952.51
Fe II,5955.508
Fe II,5968.191000000001
Fe II,5968.643
Fe II,5981.757
Fe II,5994.706
Fe II,6012.856000000001
Fe II,6015.729
Fe II,6017.891
Fe II,6040.418
Fe II,6040.45
Fe II,6045.465
Fe II,6048.085
Fe II,6058.062
Fe II,6060.969999999999
Fe II,6060.974999999999
Fe II,6061.0689999999995
Fe II,6067.614
Fe II,6078.304
Fe II,6085.959000000001
Fe II,6088.3060000000005
Fe II,6103.496
Fe II,6132.585
Fe II,6145.346
Fe II,6147.741
Fe II,6149.258
Fe II,6150.308
Fe II,6156.761
Fe II,6165.893
Fe II,6172.6
Fe II,6175.146
Fe II,6175.455
Fe II,6179.384
Fe II,6183.923
Fe II,6188.341
Fe II,6204.032999999999
Fe II,6213.321
Fe II,6222.576
Fe II,6233.534
Fe II,6237.803
Fe II,6238.392
Fe II,6240.113
Fe II,6247.35
Fe II,6247.557000000001
Fe II,6248.898
Fe II,6258.42
Fe II,6264.206
Fe II,6269.344
Fe II,6270.1630000000005
Fe II,6270.767
Fe II,6289.477000000001
Fe II,6299.17
Fe II,6302.394
Fe II,6305.295999999999
Fe II,6309.551
Fe II,6317.394
Fe II,6317.983
Fe II,6319.33
Fe II,6331.954
Fe II,6340.0109999999995
Fe II,6343.698
Fe II,6347.543
Fe II,6348.857
Fe II,6349.133000000001
Fe II,6371.721
Fe II,6373.215
Fe II,6382.111999999999
Fe II,6383.722
Fe II,6385.451000000001
Fe II,6386.713
Fe II,6394.71
Fe II,6395.141
Fe II,6399.615
Fe II,6406.398
Fe II,6415.551
Fe II,6416.919
Fe II,6421.339
Fe II,6432.093
Fe II,6433.814
Fe II,6434.211
Fe II,6442.955
Fe II,6446.41
Fe II,6455.837
Fe II,6456.383
Fe II,6465.661
Fe II,6482.204000000001
Fe II,6487.339
Fe II,6491.246
Fe II,6493.035
Fe II,6503.621000000001
Fe II,6506.018
Fe II,6517.018
Fe II,6517.853999999999
Fe II,6519.76
Fe II,6527.771000000001
Fe II,6531.757
Fe II,6531.763999999999
Fe II,6550.758
Fe II,6557.448
Fe II,6559.519
Fe II,6562.200000000001
Fe II,6567.509
Fe II,6573.487
Fe II,6574.474
Fe II,6577.131
Fe II,6582.593000000001
Fe II,6586.699
Fe II,6597.478
Fe II,6599.799000000001
Fe II,6614.3150000000005
Fe II,6614.773999999999
Fe II,6618.414000000001
Fe II,6627.2609999999995
Fe II,6641.994999999999
Fe II,6650.972000000001
Fe II,6666.4490000000005
Fe II,6677.305
Fe II,6678.414000000001
Fe II,6693.21
Fe II,6730.482
Fe II,6735.6230000000005
Fe II,6764.053
Fe II,6767.571
Fe II,6799.5650000000005
Fe II,6828.609
Fe II,6831.286
Fe II,6837.025
Fe II,6861.284000000001
Fe II,6865.674
Fe II,6869.236
Fe II,6871.906
Fe II,6877.388
Fe II,6878.178
Fe II,6908.280999999999
Fe II,6911.5509999999995
Fe II,6913.694
Fe II,6923.944
Fe II,6931.354
Fe II,6946.624000000001
Fe II,6966.963
Fe II,6978.271
Fe II,6988.647
Fe II,6995.513
Fe II,7017.530000000001
Fe II,7045.624
Fe II,7068.406999999999
Fe II,7091.445
Fe II,7109.105
Fe II,7135.023999999999
Fe II,7163.456999999999
Fe II,7163.994000000001
Fe II,7164.347
Fe II,7168.803
Fe II,7183.745
Fe II,7186.342
Fe II,7192.943
Fe II,7193.246
Fe II,7216.454
Fe II,7262.251
Fe II,7263.278
Fe II,7264.924
Fe II,7265.639
Fe II,7273.19
Fe II,7274.2
Fe II,7279.533
Fe II,7279.566
Fe II,7287.224999999999
Fe II,7297.1900000000005
Fe II,7304.842
Fe II,7305.065
Fe II,7315.956999999999
Fe II,7317.361
Fe II,7320.947999999999
Fe II,7334.629999999999
Fe II,7335.405
Fe II,7369.709000000001
Fe II,7370.506
Fe II,7372.705
Fe II,7396.695
Fe II,7399.959
Fe II,7400.866999999999
Fe II,7409.032999999999
Fe II,7423.183
Fe II,7427.522
Fe II,7429.308
Fe II,7445.786
Fe II,7462.406999999999
Fe II,7465.901
Fe II,7481.183
Fe II,7495.619000000001
Fe II,7506.531999999999
Fe II,7513.162
Fe II,7515.091
Fe II,7517.239
Fe II,7520.72
Fe II,7541.73
Fe II,7571.24
Fe II,7579.322
Fe II,7594.825
Fe II,7616.99
Fe II,7621.201
Fe II,7626.064
Fe II,7640.14
Fe II,7645.874
Fe II,7647.858
Fe II,7653.581
Fe II,7657.5019999999995
Fe II,7660.884
Fe II,7682.091
Fe II,7686.212
Fe II,7686.894
Fe II,7690.5
Fe II,7697.585
Fe II,7710.410000000001
Fe II,7711.723
Fe II,7714.027
Fe II,7723.13
Fe II,7731.673
Fe II,7746.111
Fe II,7755.563
Fe II,7758.842
Fe II,7762.078
Fe II,7766.091
Fe II,7773.420999999999
Fe II,7780.353999999999
Fe II,7784.205
Fe II,7788.674
Fe II,7789.263
Fe II,7793.402
Fe II,7801.235000000001
Fe II,7809.248
Fe II,7817.933000000001
Fe II,7829.744
Fe II,7833.597
Fe II,7843.559
Fe II,7845.227
Fe II,7851.912
Fe II,7851.9349999999995
Fe II,7859.171
Fe II,7861.197
Fe II,7862.75
Fe II,7870.6939999999995
Fe II,7881.168
Fe II,7885.937
Fe II,7894.577
Fe II,7907.634
Fe II,7922.447
Fe II,7937.102
Fe II,7952.709999999999
Fe II,7969.022
Fe II,7970.423
Fe II,7974.678
Fe II,7981.898
Fe II,7982.451
Fe II,7983.208
Fe II,7986.683000000001
Fe II,8008.630000000001
Fe II,8015.038
Fe II,8015.531
Fe II,8017.34
Fe II,8033.536
Fe II,8036.925
Fe II,8037.021
Fe II,8060.155
Fe II,8061.5599999999995
Fe II,8062.977
Fe II,8064.272
Fe II,8069.700000000001
Fe II,8074.321
Fe II,8075.116
Fe II,8079.588
Fe II,8085.189
Fe II,8091.17
Fe II,8094.891
Fe II,8095.497
Fe II,8097.368
Fe II,8098.378000000001
Fe II,8101.47
Fe II,8126.6269999999995
Fe II,8144.0779999999995
Fe II,8148.601
Fe II,8149.692
Fe II,8157.549
Fe II,8160.938
Fe II,8168.3
Fe II,8190.6269999999995
Fe II,8191.605
Fe II,8207.496
Fe II,8208.964
Fe II,8211.07
Fe II,8211.824
Fe II,8215.607
Fe II,8221.3
Fe II,8226.894
Fe II,8228.974
Fe II,8237.151
Fe II,8237.904999999999
Fe II,8239.559000000001
Fe II,8247.726999999999
Fe II,8248.886
Fe II,8252.85
Fe II,8257.112
Fe II,8259.706
Fe II,8264.722
Fe II,8264.824999999999
Fe II,8276.357
Fe II,8284.038
Fe II,8287.575
Fe II,8287.843
Fe II,8293.116
Fe II,8298.153
Fe II,8304.507
Fe II,8322.309000000001
Fe II,8324.956
Fe II,8330.587
Fe II,8352.801
Fe II,8357.228
Fe II,8360.321
Fe II,8385.25
Fe II,8396.291
Fe II,8398.151
Fe II,8415.535
Fe II,8416.82
Fe II,8420.539999999999
Fe II,8422.07
Fe II,8423.913
Fe II,8443.088
Fe II,8451.005000000001
Fe II,8451.758
Fe II,8468.592
Fe II,8469.216
Fe II,8470.359
Fe II,8474.058
Fe II,8482.377
Fe II,8483.362
Fe II,8486.233
Fe II,8490.079
Fe II,8499.606
Fe II,8508.659
Fe II,8514.005
Fe II,8516.194
Fe II,8517.017
Fe II,8523.919
Fe II,8552.229
Fe II,8563.237000000001
Fe II,8574.962
Fe II,8582.723
Fe II,8595.293
Fe II,8598.507
Fe II,8604.909
Fe II,8656.678
Fe II,8671.884
Fe II,8678.598
Fe II,8695.19
Fe II,8722.346
Fe II,8749.035
Fe II,8752.326000000001
Fe II,8771.704
Fe II,8787.331
Fe II,8809.826000000001
Fe II,8815.024
Fe II,8828.85
Fe II,8890.899
Fe II,8897.81
Fe II,8905.907
Fe II,8920.725999999999
Fe II,8922.842
Fe II,8926.635
Fe II,8938.048
Fe II,8955.897
Fe II,8981.130000000001
Fe II,8990.388
Fe II,9006.104
Fe II,9023.529999999999
Fe II,9038.335
Fe II,9047.55
Fe II,9062.946
Fe II,9070.462
Fe II,9075.518
Fe II,9076.822
Fe II,9077.373
Fe II,9081.166
Fe II,9095.105
Fe II,9101.466
Fe II,9109.1
Fe II,9111.978000000001
Fe II,9116.728000000001
Fe II,9122.915
Fe II,9129.161
Fe II,9132.365
Fe II,9153.918
Fe II,9155.792
Fe II,9155.805
Fe II,9171.669
Fe II,9175.66
Fe II,9175.896
Fe II,9178.048999999999
Fe II,9179.479
Fe II,9187.158
Fe II,9192.131000000001
Fe II,9196.87
Fe II,9203.144
Fe II,9204.072
Fe II,9204.595000000001
Fe II,9210.895
Fe II,9213.238
Fe II,9244.739
Fe II,9251.761
Fe II,9255.321
Fe II,9271.216
Fe II,9272.217
Fe II,9296.895
Fe II,9297.27
Fe II,9298.913
Fe II,9303.603000000001
Fe II,9304.613000000001
Fe II,9323.061
Fe II,9325.018
Fe II,9326.957999999999
Fe II,9336.247
Fe II,9341.275000000001
Fe II,9347.575
Fe II,9348.043
Fe II,9361.374
Fe II,9376.961
Fe II,9406.633
Fe II,9407.082
Fe II,9414.130000000001
Fe II,9417.295
Fe II,9426.568
Fe II,9428.429
Fe II,9428.569
Fe II,9429.314
Fe II,9436.672
Fe II,9446.164999999999
Fe II,9456.615
Fe II,9464.877
Fe II,9468.622
Fe II,9473.508
Fe II,9492.137
Fe II,9500.581
Fe II,9509.989000000001
Fe II,9527.123
Fe II,9532.816
Fe II,9534.169
Fe II,9545.892
Fe II,9548.258
Fe II,9550.306
Fe II,9556.834
Fe II,9564.99
Fe II,9572.597
Fe II,9598.782
Fe II,9601.431
Fe II,9607.48
Fe II,9618.605
Fe II,9630.648
Fe II,9634.207
Fe II,9639.341
Fe II,9641.457
Fe II,9651.56
Fe II,9661.217
Fe II,9664.568000000001
Fe II,9671.253
Fe II,9676.568
Fe II,9679.644
Fe II,9696.817
Fe II,9704.002
Fe II,9730.714
Fe II,9742.879
Fe II,9755.82
Fe II,9811.318
Fe II,9816.399
Fe II,9825.179
Fe II,9843.191
Fe II,9849.738
Fe II,9857.103
Fe II,9881.211
Fe II,9956.125
Fe II,9956.31
Fe II,9969.321
Fe II,9978.636
Fe II,9984.575
Fe II,9994.136
Fe II,9997.367
Fe II,9997.576000000001
Fe I,2000.67
Fe I,2002.785
Fe I,2002.831
Fe I,2003.175
Fe I,2003.238
Fe I,2003.606
Fe I,2005.592
Fe I,2005.913
Fe I,2006.237
Fe I,2006.2450000000001
Fe I,2006.309
Fe I,2006.317
Fe I,2006.463
Fe I,2006.551
Fe I,2007.219
Fe I,2007.7150000000001
Fe I,2008.469
Fe I,2008.475
Fe I,2008.4979999999998
Fe I,2008.552
Fe I,2008.577
Fe I,2008.633
Fe I,2009.031
Fe I,2009.107
Fe I,2010.971
Fe I,2011.028
Fe I,2011.2289999999998
Fe I,2011.299
Fe I,2011.442
Fe I,2011.925
Fe I,2013.1809999999998
Fe I,2013.5749999999998
Fe I,2013.6390000000001
Fe I,2014.1370000000002
Fe I,2014.21
Fe I,2014.937
Fe I,2015.94
Fe I,2016.508
Fe I,2017.0769999999998
Fe I,2019.7720000000002
Fe I,2020.451
Fe I,2021.0169999999998
Fe I,2021.0900000000001
Fe I,2021.096
Fe I,2021.3470000000002
Fe I,2021.442
Fe I,2021.713
Fe I,2021.784
Fe I,2021.929
Fe I,2021.975
Fe I,2021.983
Fe I,2022.178
Fe I,2022.4119999999998
Fe I,2022.5659999999998
Fe I,2022.6419999999998
Fe I,2022.7469999999998
Fe I,2022.753
Fe I,2022.777
Fe I,2022.857
Fe I,2023.0099999999998
Fe I,2023.619
Fe I,2024.078
Fe I,2024.1309999999999
Fe I,2024.462
Fe I,2024.5339999999999
Fe I,2024.543
Fe I,2024.691
Fe I,2025.461
Fe I,2026.49
Fe I,2028.716
Fe I,2028.862
Fe I,2028.9089999999999
Fe I,2029.113
Fe I,2029.951
Fe I,2030.0970000000002
Fe I,2032.5800000000002
Fe I,2033.139
Fe I,2033.169
Fe I,2033.246
Fe I,2033.252
Fe I,2033.32
Fe I,2033.3519999999999
Fe I,2034.212
Fe I,2037.5980000000002
Fe I,2038.02
Fe I,2038.114
Fe I,2038.58
Fe I,2038.634
Fe I,2038.6840000000002
Fe I,2039.0430000000001
Fe I,2039.983
Fe I,2040.105
Fe I,2040.1490000000001
Fe I,2040.18
Fe I,2040.257
Fe I,2040.263
Fe I,2047.247
Fe I,2048.279
Fe I,2048.359
Fe I,2048.786
Fe I,2048.882
Fe I,2049.307
Fe I,2049.352
Fe I,2057.489
Fe I,2058.104
Fe I,2070.679
Fe I,2072.0609999999997
Fe I,2074.1710000000003
Fe I,2074.19
Fe I,2077.349
Fe I,2077.504
Fe I,2082.554
Fe I,2084.121
Fe I,2085.712
Fe I,2087.511
Fe I,2089.875
Fe I,2090.383
Fe I,2090.855
Fe I,2090.855
Fe I,2093.685
Fe I,2095.463
Fe I,2095.639
Fe I,2095.958
Fe I,2098.12
Fe I,2098.939
Fe I,2099.665
Fe I,2099.904
Fe I,2100.146
Fe I,2100.392
Fe I,2100.613
Fe I,2100.7980000000002
Fe I,2102.354
Fe I,2102.91
Fe I,2103.053
Fe I,2103.0609999999997
Fe I,2103.973
Fe I,2106.26
Fe I,2106.395
Fe I,2108.137
Fe I,2108.195
Fe I,2108.3019999999997
Fe I,2108.9590000000003
Fe I,2109.206
Fe I,2110.235
Fe I,2110.259
Fe I,2111.232
Fe I,2112.969
Fe I,2113.087
Fe I,2114.5099999999998
Fe I,2114.6
Fe I,2115.169
Fe I,2117.799
Fe I,2119.136
Fe I,2121.249
Fe I,2121.647
Fe I,2122.179
Fe I,2123.126
Fe I,2126.21
Fe I,2126.609
Fe I,2127.475
Fe I,2127.864
Fe I,2130.4069999999997
Fe I,2130.44
Fe I,2130.966
Fe I,2132.017
Fe I,2133.314
Fe I,2136.928
Fe I,2138.002
Fe I,2138.5919999999996
Fe I,2138.693
Fe I,2139.049
Fe I,2139.339
Fe I,2139.698
Fe I,2139.73
Fe I,2139.935
Fe I,2141.086
Fe I,2141.4719999999998
Fe I,2141.718
Fe I,2142.145
Fe I,2142.569
Fe I,2144.5699999999997
Fe I,2145.19
Fe I,2146.282
Fe I,2146.721
Fe I,2147.046
Fe I,2147.812
Fe I,2148.4030000000002
Fe I,2148.493
Fe I,2148.535
Fe I,2149.179
Fe I,2149.627
Fe I,2150.185
Fe I,2151.002
Fe I,2151.1000000000004
Fe I,2151.1009999999997
Fe I,2151.13
Fe I,2151.6620000000003
Fe I,2151.695
Fe I,2153.007
Fe I,2154.124
Fe I,2154.1890000000003
Fe I,2154.446
Fe I,2154.469
Fe I,2154.642
Fe I,2155.02
Fe I,2155.121
Fe I,2155.243
Fe I,2155.645
Fe I,2155.814
Fe I,2156.43
Fe I,2157.794
Fe I,2158.534
Fe I,2158.735
Fe I,2158.92
Fe I,2159.148
Fe I,2159.431
Fe I,2159.638
Fe I,2159.657
Fe I,2159.881
Fe I,2159.923
Fe I,2160.461
Fe I,2161.579
Fe I,2162.0150000000003
Fe I,2162.248
Fe I,2163.367
Fe I,2163.862
Fe I,2164.382
Fe I,2164.528
Fe I,2164.549
Fe I,2165.536
Fe I,2165.861
Fe I,2165.992
Fe I,2166.153
Fe I,2166.221
Fe I,2166.4500000000003
Fe I,2166.5860000000002
Fe I,2166.773
Fe I,2167.386
Fe I,2167.526
Fe I,2168.3779999999997
Fe I,2169.943
Fe I,2170.529
Fe I,2170.554
Fe I,2170.557
Fe I,2171.083
Fe I,2171.234
Fe I,2171.297
Fe I,2171.371
Fe I,2171.569
Fe I,2172.0339999999997
Fe I,2172.224
Fe I,2172.585
Fe I,2172.671
Fe I,2173.214
Fe I,2173.542
Fe I,2173.706
Fe I,2174.142
Fe I,2175.241
Fe I,2175.4990000000003
Fe I,2176.228
Fe I,2176.6749999999997
Fe I,2176.84
Fe I,2177.0009999999997
Fe I,2177.6949999999997
Fe I,2178.081
Fe I,2178.118
Fe I,2178.977
Fe I,2180.244
Fe I,2181.648
Fe I,2181.721
Fe I,2182.772
Fe I,2183.466
Fe I,2183.7960000000003
Fe I,2183.978
Fe I,2184.1710000000003
Fe I,2184.458
Fe I,2185.295
Fe I,2185.716
Fe I,2186.25
Fe I,2186.487
Fe I,2186.766
Fe I,2186.893
Fe I,2187.116
Fe I,2187.195
Fe I,2188.683
Fe I,2189.188
Fe I,2189.389
Fe I,2189.721
Fe I,2190.77
Fe I,2190.882
Fe I,2191.2039999999997
Fe I,2191.839
Fe I,2192.26
Fe I,2192.823
Fe I,2193.41
Fe I,2196.042
Fe I,2196.963
Fe I,2200.089
Fe I,2200.352
Fe I,2200.39
Fe I,2200.4900000000002
Fe I,2200.7239999999997
Fe I,2201.118
Fe I,2206.442
Fe I,2207.069
Fe I,2210.45
Fe I,2211.236
Fe I,2212.0769999999998
Fe I,2217.744
Fe I,2221.315
Fe I,2222.763
Fe I,2227.657
Fe I,2228.172
Fe I,2231.097
Fe I,2231.2129999999997
Fe I,2234.433
Fe I,2240.63
Fe I,2241.842
Fe I,2242.572
Fe I,2245.6530000000002
Fe I,2245.789
Fe I,2248.86
Fe I,2249.1710000000003
Fe I,2250.79
Fe I,2251.229
Fe I,2251.874
Fe I,2255.861
Fe I,2256.07
Fe I,2256.754
Fe I,2259.283
Fe I,2259.5099999999998
Fe I,2259.58
Fe I,2259.645
Fe I,2260.598
Fe I,2260.888
Fe I,2263.474
Fe I,2264.389
Fe I,2265.054
Fe I,2265.598
Fe I,2266.906
Fe I,2267.085
Fe I,2267.4700000000003
Fe I,2269.099
Fe I,2270.678
Fe I,2270.863
Fe I,2271.783
Fe I,2272.0699999999997
Fe I,2272.819
Fe I,2273.046
Fe I,2273.888
Fe I,2274.089
Fe I,2274.091
Fe I,2274.1440000000002
Fe I,2275.192
Fe I,2275.5969999999998
Fe I,2275.758
Fe I,2276.026
Fe I,2277.667
Fe I,2277.715
Fe I,2279.156
Fe I,2279.937
Fe I,2280.21
Fe I,2280.233
Fe I,2281.631
Fe I,2281.994
Fe I,2282.864
Fe I,2283.087
Fe I,2283.304
Fe I,2283.6549999999997
Fe I,2284.0860000000002
Fe I,2286.446
Fe I,2287.25
Fe I,2287.6310000000003
Fe I,2288.9680000000003
Fe I,2289.031
Fe I,2289.054
Fe I,2290.066
Fe I,2290.4759999999997
Fe I,2290.548
Fe I,2290.7749999999996
Fe I,2291.12
Fe I,2291.122
Fe I,2291.627
Fe I,2292.525
Fe I,2293.848
Fe I,2294.1059999999998
Fe I,2294.408
Fe I,2295.54
Fe I,2296.927
Fe I,2297.787
Fe I,2298.169
Fe I,2298.6600000000003
Fe I,2299.22
Fe I,2299.449
Fe I,2300.142
Fe I,2300.598
Fe I,2301.174
Fe I,2301.6839999999997
Fe I,2302.656
Fe I,2303.424
Fe I,2303.581
Fe I,2304.734
Fe I,2304.7690000000002
Fe I,2306.172
Fe I,2306.383
Fe I,2308.999
Fe I,2311.081
Fe I,2313.104
Fe I,2317.898
Fe I,2318.186
Fe I,2320.358
Fe I,2320.567
Fe I,2323.421
Fe I,2323.421
Fe I,2328.851
Fe I,2329.64
Fe I,2333.451
Fe I,2334.5249999999996
Fe I,2334.902
Fe I,2335.243
Fe I,2340.931
Fe I,2342.511
Fe I,2345.022
Fe I,2345.031
Fe I,2345.472
Fe I,2345.563
Fe I,2346.311
Fe I,2351.895
Fe I,2355.334
Fe I,2355.909
Fe I,2356.187
Fe I,2357.639
Fe I,2358.817
Fe I,2359.16
Fe I,2360.541
Fe I,2361.942
Fe I,2362.629
Fe I,2365.515
Fe I,2369.456
Fe I,2371.43
Fe I,2372.9339999999997
Fe I,2373.279
Fe I,2373.344
Fe I,2373.372
Fe I,2373.6240000000003
Fe I,2374.519
Fe I,2377.886
Fe I,2377.995
Fe I,2378.613
Fe I,2379.8269999999998
Fe I,2381.834
Fe I,2381.944
Fe I,2382.936
Fe I,2385.0370000000003
Fe I,2385.591
Fe I,2387.2819999999997
Fe I,2387.838
Fe I,2388.096
Fe I,2389.404
Fe I,2389.973
Fe I,2391.129
Fe I,2391.818
Fe I,2391.943
Fe I,2392.358
Fe I,2392.655
Fe I,2393.125
Fe I,2395.178
Fe I,2395.506
Fe I,2397.06
Fe I,2397.5389999999998
Fe I,2398.2239999999997
Fe I,2401.1189999999997
Fe I,2401.1420000000003
Fe I,2401.198
Fe I,2402.522
Fe I,2404.634
Fe I,2405.307
Fe I,2405.7110000000002
Fe I,2405.932
Fe I,2406.618
Fe I,2408.046
Fe I,2408.0609999999997
Fe I,2411.425
Fe I,2411.56
Fe I,2411.966
Fe I,2412.812
Fe I,2414.319
Fe I,2415.376
Fe I,2415.8179999999998
Fe I,2415.991
Fe I,2416.23
Fe I,2417.493
Fe I,2418.781
Fe I,2419.063
Fe I,2419.35
Fe I,2419.373
Fe I,2419.399
Fe I,2419.8779999999997
Fe I,2420.396
Fe I,2420.4480000000003
Fe I,2420.511
Fe I,2420.937
Fe I,2421.089
Fe I,2423.089
Fe I,2423.105
Fe I,2425.0460000000003
Fe I,2425.703
Fe I,2426.009
Fe I,2426.31
Fe I,2427.127
Fe I,2427.75
Fe I,2428.446
Fe I,2428.68
Fe I,2428.868
Fe I,2429.77
Fe I,2429.8140000000003
Fe I,2430.189
Fe I,2430.916
Fe I,2431.025
Fe I,2431.846
Fe I,2432.344
Fe I,2433.068
Fe I,2433.894
Fe I,2435.346
Fe I,2436.228
Fe I,2436.464
Fe I,2437.19
Fe I,2438.182
Fe I,2439.1710000000003
Fe I,2439.631
Fe I,2439.745
Fe I,2440.11
Fe I,2440.332
Fe I,2441.413
Fe I,2441.593
Fe I,2442.389
Fe I,2442.568
Fe I,2442.642
Fe I,2442.875
Fe I,2443.8720000000003
Fe I,2444.727
Fe I,2445.007
Fe I,2445.2129999999997
Fe I,2446.084
